Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
00:15:00.000-08:00,00:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,5,,,,900000,
00:30:00.000-08:00,00:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
00:45:00.000-08:00,01:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,2,,,,900000,
01:00:00.000-08:00,01:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
01:15:00.000-08:00,01:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
01:30:00.000-08:00,01:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,
01:45:00.000-08:00,02:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
02:00:00.000-08:00,02:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,6,,,,900000,
02:15:00.000-08:00,02:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
02:30:00.000-08:00,02:45:00.000-08:00,,18.809895310071308,,,,,,,,,,,,,,,900000,
02:45:00.000-08:00,03:00:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,
03:00:00.000-08:00,03:15:00.000-08:00,,18.809894561767578,,,,,,,,,,,2,,,,900000,
03:15:00.000-08:00,03:30:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,
03:30:00.000-08:00,03:45:00.000-08:00,,19.980657714591604,18.921483993530273,,,,,,,0.31535804271698,0.31535804271698,0.31535804271698,30,,,,885052,14948
03:45:00.000-08:00,04:00:00.000-08:00,,18.80989511230635,,,,,,,,,,,,,,,900000,
04:00:00.000-08:00,04:15:00.000-08:00,,18.80989511230635,,,,,,,,,,,,,,,900000,
04:15:00.000-08:00,04:30:00.000-08:00,3,33.007776600456516,178.77837352913616,1.0,1,18.4701171,73.8304148,18.4701171,73.8304148,0.9792332197831011,1.20858895778656,0.5376861691474915,275,,,,718725,181275
04:30:00.000-08:00,04:45:00.000-08:00,7,38.51374148953127,301.17387744867796,,,18.4695691,73.8305479,18.4700041,73.8313472,0.48586118031176145,1.1422197818756104,0.28273481130599976,414,,,,537869,251573
04:45:00.000-08:00,05:00:00.000-08:00,1,22.879213070605058,76.17787740582236,,,,,,,0.49087835879644914,0.8634141087532043,0.26921120285987854,138,,,,687683,51956
05:00:00.000-08:00,05:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,
05:15:00.000-08:00,05:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,3,,,,900000,
05:30:00.000-08:00,05:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,6,,,,900000,
05:45:00.000-08:00,06:00:00.000-08:00,,18.80989646911621,,,,,,,,,,,13,,,,900000,
06:00:00.000-08:00,06:15:00.000-08:00,,18.80989646911621,,,,,,,,,,,1,,,,900000,
06:15:00.000-08:00,06:30:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
06:30:00.000-08:00,06:45:00.000-08:00,,18.80989646911621,,,,,,,,,,,,,,,900000,
06:45:00.000-08:00,07:00:00.000-08:00,,18.809895661537375,,,,,,,,,,,3,,,,900000,
07:00:00.000-08:00,07:15:00.000-08:00,2,18.809895432251256,62.56820253153863,,,,,,,0.3670024275779724,0.3670024275779724,0.3670024275779724,99,,,,730379,
07:15:00.000-08:00,07:30:00.000-08:00,1,18.809894172528296,49.65577741841254,,,,,,,0.7671838998794556,0.7671838998794556,0.7671838998794556,133,,,,558437,
07:30:00.000-08:00,07:45:00.000-08:00,3,26.82393981122103,113.86420822143555,,,,,,,0.9033352434635162,1.2754974365234375,0.531173050403595,219,,,,720223,102322
07:45:00.000-08:00,08:00:00.000-08:00,,18.809894561767578,,,,,,,,,,,22,,,,900000,
08:00:00.000-08:00,08:15:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,
08:15:00.000-08:00,08:30:00.000-08:00,,18.809894561767578,,,,,,,,,,,4,,,,900000,
08:30:00.000-08:00,08:45:00.000-08:00,,18.809894561767578,,,,,,,,,,,1,,,,900000,
08:45:00.000-08:00,09:00:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,
09:00:00.000-08:00,09:15:00.000-08:00,,18.809894561767578,,,,,,,,,,,,,,,900000,
