Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Inactive duration (ms),Walking duration (ms)
00:00:00.000-08:00,00:15:00.000-08:00,2,18.74479124087398,83.21258354187012,,,,,,,0.7002132087945938,0.9656073451042175,0.4348190724849701,137,,,,728132,
00:15:00.000-08:00,00:30:00.000-08:00,,18.744791494430874,1.3744232654571533,,,,,,,,,,11,,,,705945,
00:30:00.000-08:00,00:45:00.000-08:00,,18.744791404761664,,,,,,,,,,,9,,,,900000,
00:45:00.000-08:00,01:00:00.000-08:00,,18.744791404761664,32.52700185775757,,,,,,,0.3009117543697357,0.31344130635261536,0.2883822023868561,79,,,,900000,
01:00:00.000-08:00,01:15:00.000-08:00,,18.744791404761664,15.382039337233593,,,,,,,0.4317130744457245,0.4317130744457245,0.4317130744457245,38,,,,900000,
01:15:00.000-08:00,01:30:00.000-08:00,4,18.74479140535867,160.53741487972349,,,,,,,0.8587156924856361,1.1743046045303345,0.46026110649108887,238,,,,7049,
01:30:00.000-08:00,01:45:00.000-08:00,5,59.30633745182067,295.84993743896484,,,,,,,1.0081568333365991,1.3973515033721924,0.35821807384490967,462,,,,183077,554750
01:45:00.000-08:00,02:00:00.000-08:00,7,27.075950227603258,208.69914149198695,,,,,,,0.5261333878516946,0.8858683705329895,0.2594097852706909,367,,,,259374,113943
02:00:00.000-08:00,02:15:00.000-08:00,4,18.74479130586241,117.9183511837943,,,,,,,0.7529951633582312,1.1691023111343384,0.567924439907074,196,,,,546508,
02:15:00.000-08:00,02:30:00.000-08:00,4,24.633479725237454,187.97481513023376,,,,,,,0.8855251429998572,1.3115432262420654,0.34026122093200684,305,,,,665816,80538
02:30:00.000-08:00,02:45:00.000-08:00,3,34.97749133948007,110.63584041595459,,,,,,,0.8162988722324371,1.1684805154800415,0.46411722898483276,193,,,,437116,222011
02:45:00.000-08:00,03:00:00.000-08:00,4,18.744791108802346,134.36811304092407,,,,,,,0.8021649478212408,1.0351530313491821,0.4999203085899353,213,,,,670080,
03:00:00.000-08:00,03:15:00.000-08:00,2,25.018952111656397,60.474623680114746,,,,,,,0.6516630500555038,0.9597203135490417,0.34360578656196594,88,,,,743997,85810
03:15:00.000-08:00,03:30:00.000-08:00,1,18.74479132534463,29.53729772567749,,,,,,,0.8034281134605408,0.8034281134605408,0.8034281134605408,58,,,,900000,
03:30:00.000-08:00,03:45:00.000-08:00,4,18.74478985705788,194.81331491470337,,,,,,,0.6805649065702362,0.8611199855804443,0.33215227723121643,292,,,,74072,
03:45:00.000-08:00,04:00:00.000-08:00,,18.744790324345907,,,,,,,,,,,,,,,424484,
04:00:00.000-08:00,04:15:00.000-08:00,,18.74479139184971,42.836867332458496,,,,,,,1.1702266335487366,1.356541395187378,0.9839118719100952,103,,,,900000,
04:15:00.000-08:00,04:30:00.000-08:00,1,18.7447915993803,25.426830291748047,,,,,,,0.6939176321029663,0.6939176321029663,0.6939176321029663,45,,,,592334,
04:30:00.000-08:00,04:45:00.000-08:00,,18.744791365693324,9.063179969787598,,,,,,,,,,20,,,,405856,
04:45:00.000-08:00,05:00:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
05:00:00.000-08:00,05:15:00.000-08:00,,18.74479103088379,,,,,,,,,,,8,,,,900000,
05:15:00.000-08:00,05:30:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
05:30:00.000-08:00,05:45:00.000-08:00,,18.744791021951222,2.8503886497693607,,,,,,,,,,4,,,,900000,
05:45:00.000-08:00,06:00:00.000-08:00,2,21.354991035872107,60.37308394544549,,,,,,,0.570966437458992,0.7983270287513733,0.3436058461666107,96,,,,864301,35699
06:00:00.000-08:00,06:15:00.000-08:00,2,18.7447910331856,90.01998721631468,,,,,,,0.7277439871955007,1.0279810428619385,0.479864239692688,224,,,,549505,
06:15:00.000-08:00,06:30:00.000-08:00,1,18.74479103088379,53.93927670446932,,,,,,,0.6190708076169127,0.7851725816726685,0.2756853401660919,102,,,,900000,
06:30:00.000-08:00,06:45:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
06:45:00.000-08:00,07:00:00.000-08:00,,18.74479103088379,,,,,,,,,,,7,,,,900000,
07:00:00.000-08:00,07:15:00.000-08:00,,18.744790984458543,,,,,,,,,,,2,,,,900000,
07:15:00.000-08:00,07:30:00.000-08:00,,18.744790864856657,,,,,,,,,,,,,,,900000,
07:30:00.000-08:00,07:45:00.000-08:00,,18.744790864856657,,,,,,,,,,,,,,,900000,
07:45:00.000-08:00,08:00:00.000-08:00,,22.19188709448084,2.7488465309143066,,,,,,,,,,17,,,,831169,47145
08:00:00.000-08:00,08:15:00.000-08:00,1,23.169533008906583,44.66875648498535,,,,,,,0.5459052166279708,0.6535221338272095,0.4416072368621826,86,,,,795309,60516
08:15:00.000-08:00,08:30:00.000-08:00,,18.744791322409142,,,,,,,,,,,,,,,900000,
08:30:00.000-08:00,08:45:00.000-08:00,,18.744791322409142,,,,,,,,,,,,,,,900000,
08:45:00.000-08:00,09:00:00.000-08:00,,21.94330304467591,10.950960159301758,,,,,,,,,,31,,,,856254,43746
09:00:00.000-08:00,09:15:00.000-08:00,,18.744791511803214,,,,,,,,,,,,,,,900000,
09:15:00.000-08:00,09:30:00.000-08:00,2,18.744791511803214,58.41298866271973,,,,,,,0.7156383991241455,0.8048776984214783,0.6263990998268127,104,,,,900000,
09:30:00.000-08:00,09:45:00.000-08:00,2,23.700308183461374,67.43916523456573,,,,,,,0.690276128638415,0.7286853790283203,0.4521152079105377,122,,,,771723,67776
09:45:00.000-08:00,10:00:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
10:00:00.000-08:00,10:15:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
10:15:00.000-08:00,10:30:00.000-08:00,4,18.74479103088379,128.24718497029457,,,,,,,0.5262713762777895,0.6978639364242554,0.39282408356666565,210,,,,900000,
10:30:00.000-08:00,10:45:00.000-08:00,1,18.744791113519526,66.3070600248226,,,,,,,0.7446847815870712,1.1312445402145386,0.40436071157455444,102,,,,900000,
10:45:00.000-08:00,11:00:00.000-08:00,,18.744791245407534,,,,,,,,,,,13,,,,900000,
11:00:00.000-08:00,11:15:00.000-08:00,,18.744791245407534,4.123270034790039,,,,,,,,,,14,,,,900000,
11:15:00.000-08:00,11:30:00.000-08:00,,18.7447911843827,9.620963096618652,,,,,,,0.5325654745101929,0.5325654745101929,0.5325654745101929,22,,,,856931,
11:30:00.000-08:00,11:45:00.000-08:00,,18.744790599837383,17.314857482910156,,,,,,,1.3106937408447266,1.3106937408447266,1.3106937408447266,32,,,,900000,
11:45:00.000-08:00,12:00:00.000-08:00,,18.74479262644642,13.436058044433594,,,,,,,0.1666666567325592,0.1666666567325592,0.1666666567325592,31,,,,120000,
12:00:00.000-08:00,12:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
12:15:00.000-08:00,12:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
12:30:00.000-08:00,12:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
12:45:00.000-08:00,13:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
13:00:00.000-08:00,13:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
13:15:00.000-08:00,13:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
13:30:00.000-08:00,13:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
13:45:00.000-08:00,14:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
14:00:00.000-08:00,14:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
14:15:00.000-08:00,14:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
14:30:00.000-08:00,14:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
14:45:00.000-08:00,15:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
15:00:00.000-08:00,15:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
15:15:00.000-08:00,15:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
15:30:00.000-08:00,15:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
15:45:00.000-08:00,16:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
16:00:00.000-08:00,16:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
16:15:00.000-08:00,16:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,60000,
16:30:00.000-08:00,16:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
16:45:00.000-08:00,17:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
17:00:00.000-08:00,17:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
17:15:00.000-08:00,17:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
17:30:00.000-08:00,17:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
17:45:00.000-08:00,18:00:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
18:00:00.000-08:00,18:15:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
18:15:00.000-08:00,18:30:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,,
18:30:00.000-08:00,18:45:00.000-08:00,,18.744792938232422,,,,,,,,,,,,,,,120000,
18:45:00.000-08:00,19:00:00.000-08:00,1,27.51881980895996,77.12327003479004,,,,,,,0.25462961279683644,0.76666659116745,0.21666665375232697,120,,,,780000,120000
19:00:00.000-08:00,19:15:00.000-08:00,6,49.453890323638916,190.0,,,,,,,0.5523809151990073,0.6999999284744263,0.06666666269302368,328,,,,480000,420000
19:15:00.000-08:00,19:30:00.000-08:00,5,49.45388913154602,196.0,1.0,1,,,,,0.37499997339078356,1.0333333015441895,0.09999999403953552,358,,,,344636,420000
19:30:00.000-08:00,19:45:00.000-08:00,14,84.55000162124634,712.0,3.0,3,,,,,0.7880951943142074,1.0499999523162842,0.21666665375232697,1206,,,,,900000
19:45:00.000-08:00,20:00:00.000-08:00,1,27.518819304073556,38.0,,,,,,,0.6333332657814026,0.6333332657814026,0.6333332657814026,60,,,,780000,120000
20:00:00.000-08:00,20:15:00.000-08:00,1,27.518818570921937,56.0,,,,,,,0.46666663885116577,0.7999999523162842,0.13333332538604736,91,,,,780000,120000
20:15:00.000-08:00,20:30:00.000-08:00,,18.744790033358374,,,,,,,,,,,,,,,900000,
20:30:00.000-08:00,20:45:00.000-08:00,1,18.744790582721198,30.23731231689453,,,,,,,0.6087273359298706,0.6087273359298706,0.6087273359298706,52,,,,696612,
20:45:00.000-08:00,21:00:00.000-08:00,,18.74479246431075,,,,,,,,,,,,,,,,
21:00:00.000-08:00,21:15:00.000-08:00,2,36.292848156717966,98.9907717704773,,,,,,,0.33040282725266734,0.4545969069004059,0.2666666507720947,164,,,,148159,240000
21:15:00.000-08:00,21:30:00.000-08:00,4,49.45388952891032,132.06163501739502,,,,,,,0.3129629418253898,0.8166666030883789,0.03333333134651184,216,,,,,420000
21:30:00.000-08:00,21:45:00.000-08:00,2,40.679861545562744,143.36058139801025,1.0,1,,,,,0.2910976183962743,1.1333332061767578,0.01666666567325592,224,,,,,300000
21:45:00.000-08:00,22:00:00.000-08:00,,23.13180685043335,29.92913818359375,,,,,,,0.24940946698188782,0.33215227723121643,0.1666666567325592,46,,,,,60000
22:00:00.000-08:00,22:15:00.000-08:00,11,71.63804149627686,506.0,1.0,1,,,,,0.7270832806825639,1.616666555404663,0.11666665971279144,835,,,,,720000
22:15:00.000-08:00,22:30:00.000-08:00,7,58.22791798382218,246.0,,,,,,,0.4643939096819271,0.7499999403953552,0.1666666567325592,474,,,,240000,540000
22:30:00.000-08:00,22:45:00.000-08:00,2,27.51881962638789,49.21240997314453,,,,,,,0.36666662991046906,0.383333295583725,0.34999996423721313,91,,,,364702,120000
22:45:00.000-08:00,23:00:00.000-08:00,1,23.131805353453665,20.0,,,,,,,0.3333333134651184,0.3333333134651184,0.3333333134651184,32,,,,840000,60000
23:00:00.000-08:00,23:15:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
23:15:00.000-08:00,23:30:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
23:30:00.000-08:00,23:45:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
23:45:00.000-08:00,00:00:00.000-08:00,,18.74479103088379,,,,,,,,,,,,,,,900000,
