type,sourceName,value,unit,startDate,endDate,duration,minimum,CardioFitnessMedicationsUse,time,maximum,durationUnit,sum,average,workoutActivityType
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 07:50:00,10/9/22 7:56,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:00:00,10/9/22 8:10,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:10:00,10/9/22 8:20,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:20:00,10/9/22 8:30,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:30:00,10/9/22 8:40,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:40:00,10/9/22 8:50,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 08:50:00,10/9/22 9:00,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 09:00:00,10/9/22 9:04,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 09:10:00,10/9/22 9:20,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 09:20:00,10/9/22 9:27,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 09:30:00,10/9/22 9:39,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 09:40:00,10/9/22 9:41,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-09 19:30:00,10/9/22 19:38,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-10 03:00:00,10/10/22 3:04,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-10 22:50:00,10/10/22 22:59,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-11 00:20:00,10/11/22 0:24,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 06:40:00,10/12/22 6:50,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 06:50:00,10/12/22 7:00,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 07:00:00,10/12/22 7:09,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 07:30:00,10/12/22 7:40,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 07:40:00,10/12/22 7:49,,,,,,,,,
AppleExerciseTime,Casio G-Shock,1,min,2022-10-12 08:00:00,10/12/22 8:10,,,,,,,,,
