type,sourceName,value,unit,startDate,endDate,duration,minimum,CardioFitnessMedicationsUse,time,maximum,durationUnit,sum,average,workoutActivityType
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-10-17 23:10:00,10/17/22 23:12,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-10-19 06:20:00,10/19/22 6:26,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-10-20 03:20:00,10/20/22 3:23,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-10-31 07:20:00,10/31/22 7:22,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-10-31 09:10:00,10/31/22 9:13,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-11-21 22:10:00,11/21/22 22:13,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-11-21 22:20:00,11/21/22 22:21,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-11-24 23:50:00,11/24/22 23:53,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-11-29 02:10:00,11/29/22 2:17,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-12-07 06:10:00,12/7/22 6:11,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-12-17 06:10:00,12/17/22 6:10,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-12-23 05:30:00,12/23/22 5:31,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-12-24 18:50:00,12/24/22 18:57,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2022-12-25 06:50:00,12/25/22 6:54,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-01-07 06:50:00,1/7/23 6:59,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-01-08 05:00:00,1/8/23 5:02,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-01-23 09:00:00,1/23/23 9:05,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-01-25 08:20:00,1/25/23 8:21,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-02-05 07:10:00,2/5/23 7:11,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-02-11 04:10:00,2/11/23 4:18,,,,,,,,,
HandwashingEvent,Casio G-Shock,HKCategoryValueNotApplicable,,2023-02-19 09:30:00,2/19/23 9:33,,,,,,,,,
