type,sourceName,value,unit,startDate,endDate,duration,minimum,CardioFitnessMedicationsUse,time,maximum,durationUnit,sum,average,workoutActivityType
FlightsClimbed,iPhone 4s,1,count,2022-10-09 07:50:00,10/9/22 7:56,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-12 06:40:00,10/12/22 6:41,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-14 06:00:00,10/14/22 6:10,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-10-14 06:10:00,10/14/22 6:10,,,,,,,,,
FlightsClimbed,Casio G-Shock,2,count,2022-10-15 04:50:00,10/15/22 4:53,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-10-15 06:40:00,10/15/22 6:47,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-10-16 04:00:00,10/16/22 4:09,,,,,,,,,
FlightsClimbed,iPhone 4s,4,count,2022-10-16 04:10:00,10/16/22 4:22,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-16 04:20:00,10/16/22 4:26,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-10-17 06:40:00,10/17/22 6:40,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-10-18 07:10:00,10/18/22 7:17,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-19 06:30:00,10/19/22 6:34,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-10-20 06:00:00,10/20/22 6:09,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-10-20 08:40:00,10/20/22 8:48,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-21 06:10:00,10/21/22 6:10,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-28 21:50:00,10/28/22 21:56,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-10-29 07:00:00,10/29/22 7:07,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-10-29 22:50:00,10/29/22 22:55,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-10-31 07:50:00,10/31/22 8:26,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-04 19:50:00,11/4/22 19:59,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-11-04 22:40:00,11/4/22 22:45,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-05 02:50:00,11/5/22 2:59,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-05 04:30:00,11/5/22 4:39,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-05 05:00:00,11/5/22 5:01,,,,,,,,,
FlightsClimbed,Casio G-Shock,1,count,2022-11-06 02:10:00,11/6/22 2:18,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-11-06 03:50:00,11/6/22 3:51,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-06 05:30:00,11/6/22 5:32,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-12 19:30:00,11/12/22 19:32,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-13 01:10:00,11/13/22 1:14,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-13 01:20:00,11/13/22 1:28,,,,,,,,,
FlightsClimbed,iPhone 4s,2,count,2022-11-13 01:50:00,11/13/22 2:05,,,,,,,,,
FlightsClimbed,iPhone 4s,1,count,2022-11-25 06:00:00,11/25/22 6:00,,,,,,,,,
