type,sourceName,value,unit,startDate,endDate,duration,minimum,CardioFitnessMedicationsUse,time,maximum,durationUnit,sum,average,workoutActivityType
RunningSpeed,,,km/hr,2023-04-12 05:40:00,4/12/23 6:55,,2.97575,,,11.9609,,,6.10915,
RunningSpeed,Casio G-Shock,6.20739,km/hr,2023-04-12 05:50:00,4/12/23 6:01,,,,,,,,,
RunningSpeed,Casio G-Shock,6.00786,km/hr,2023-04-12 06:00:00,4/12/23 6:12,,,,,,,,,
RunningSpeed,Casio G-Shock,5.90107,km/hr,2023-04-12 06:10:00,4/12/23 6:22,,,,,,,,,
RunningSpeed,Casio G-Shock,8.4306,km/hr,2023-04-12 06:20:00,4/12/23 6:32,,,,,,,,,
RunningSpeed,Casio G-Shock,5.73092,km/hr,2023-04-12 06:30:00,4/12/23 6:42,,,,,,,,,
RunningSpeed,Casio G-Shock,5.63345,km/hr,2023-04-12 06:40:00,4/12/23 6:53,,,,,,,,,
RunningSpeed,Casio G-Shock,5.43594,km/hr,2023-04-12 06:50:00,4/12/23 6:55,,,,,,,,,
RunningSpeed,,,km/hr,2024-01-27 07:20:00,1/27/24 7:56,,1.67177,,,5.74387,,,3.55573,
RunningSpeed,Casio G-Shock,3.55573,km/hr,2024-01-27 07:40:00,1/27/24 7:53,,,,,,,,,
