type,sourceName,value,unit,startDate,endDate,duration,minimum,CardioFitnessMedicationsUse,time,maximum,durationUnit,sum,average,workoutActivityType
EnvironmentalSoundReduction,Casio G-Shock,21.4287,dBASPL,2023-08-31 11:30:00,8/31/23 11:41,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,19.5476,dBASPL,2023-08-31 11:40:00,8/31/23 11:52,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,20.9831,dBASPL,2023-08-31 11:50:00,8/31/23 12:02,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,19.1663,dBASPL,2023-08-31 12:00:00,8/31/23 12:12,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,23.5763,dBASPL,2023-08-31 12:10:00,8/31/23 12:23,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,18.7801,dBASPL,2023-08-31 12:20:00,8/31/23 12:23,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.4593,dBASPL,2023-08-31 14:10:00,8/31/23 14:22,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,23.7715,dBASPL,2023-08-31 14:20:00,8/31/23 14:26,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.9976,dBASPL,2023-08-31 14:50:00,8/31/23 15:03,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,17.0,dBASPL,2023-08-31 15:00:00,8/31/23 15:13,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,17.0,dBASPL,2023-08-31 15:10:00,8/31/23 15:23,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,19.9901,dBASPL,2023-08-31 15:20:00,8/31/23 15:33,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.7384,dBASPL,2023-08-31 15:30:00,8/31/23 15:43,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.9114,dBASPL,2023-08-31 15:40:00,8/31/23 15:54,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.1061,dBASPL,2023-08-31 15:50:00,8/31/23 16:05,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.1417,dBASPL,2023-08-31 16:00:00,8/31/23 16:08,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.2524,dBASPL,2023-08-31 16:10:00,8/31/23 16:23,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.4821,dBASPL,2023-08-31 16:20:00,8/31/23 16:34,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.6173,dBASPL,2023-08-31 16:30:00,8/31/23 16:43,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.6079,dBASPL,2023-08-31 16:40:00,8/31/23 16:54,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,18.7875,dBASPL,2023-08-31 16:50:00,8/31/23 17:01,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.744,dBASPL,2023-08-31 17:00:00,8/31/23 17:03,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.0806,dBASPL,2023-08-31 17:30:00,8/31/23 17:41,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.1196,dBASPL,2023-08-31 17:40:00,8/31/23 17:53,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.8045,dBASPL,2023-08-31 17:50:00,8/31/23 18:05,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.4163,dBASPL,2023-08-31 18:00:00,8/31/23 18:10,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,20.7312,dBASPL,2023-08-31 18:10:00,8/31/23 18:22,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,20.8212,dBASPL,2023-08-31 18:20:00,8/31/23 18:26,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,23.0049,dBASPL,2023-08-31 20:30:00,8/31/23 20:41,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,1.22902,dBASPL,2023-08-31 21:40:00,8/31/23 21:51,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,1.10793,dBASPL,2023-08-31 21:50:00,8/31/23 21:51,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,20.4683,dBASPL,2023-08-31 22:00:00,8/31/23 22:14,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,20.8624,dBASPL,2023-08-31 22:10:00,8/31/23 22:20,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.0515,dBASPL,2023-08-31 22:20:00,8/31/23 22:30,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.4544,dBASPL,2023-08-31 22:30:00,8/31/23 22:39,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.535,dBASPL,2023-09-01 09:40:00,9/1/23 9:51,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.1919,dBASPL,2023-09-01 09:50:00,9/1/23 10:01,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.5749,dBASPL,2023-09-01 10:00:00,9/1/23 10:12,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.4538,dBASPL,2023-09-01 10:10:00,9/1/23 10:20,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.9455,dBASPL,2023-09-01 10:20:00,9/1/23 10:30,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,22.0676,dBASPL,2023-09-01 10:30:00,9/1/23 10:40,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.8073,dBASPL,2023-09-01 10:40:00,9/1/23 10:52,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.8914,dBASPL,2023-09-01 10:50:00,9/1/23 11:03,,,,,,,,,
EnvironmentalSoundReduction,Casio G-Shock,21.7109,dBASPL,2023-09-01 11:00:00,9/1/23 11:11,,,,,,,,,
